"ScryfallID","SetID","CollectorNumber","CardName"
"34ec0f4f-e6f7-4a49-81a3-a1fbad102a9d","DMU","266","Island"
"64e7580a-92bd-4b50-84fc-ee42e47c9014","DMU","267","Island"
"5a846f00-ccb9-4ee2-8358-7c7722258601","DMU","268","Swamp"
"5a846f00-ccb9-4ee2-8358-7c7722258601","DMU","268","Swamp"
"00daa026-aba3-421e-9eaa-aa5649b36eb2","DMU","269","Swamp"
"1a1b6004-6dda-4495-85f7-eb8fa29873e9","DMU","275","Forest"
"aef37244-deb9-464e-ab8c-4308369ae09b","DMU","240","Vanquisher's Axe"
"25175622-7b68-4916-adf2-3bf2d82e8356","DMU","152","Yavimaya Steelcrusher"
"48aa964f-99b5-4b6b-b158-42f39514c910","DMU","138","Meria's Outrider"
"9c873c5b-61f6-49b9-8993-2d5e9823de62","DMU","223","Tori D'Avenant, Fury Rider"
"ba537452-3dab-4ecd-b65f-9e311a130d31","DMU","86","Choking Miasma"
"853ddf31-826b-411e-9b6d-75d53cdd1b84","DMU","184","Territorial Maro"
"6f342de7-f179-4894-96e4-56339d32f801","DMU","296","Bortuk Bonerattle"
"d4101cf9-4e05-414a-843e-b2fda0db917c","DMU","309","Queen Allenal of Ruadach"
"b2185d26-05b7-4e8b-ab0a-4f9d1541d4c5","DMU","298","Ertai Resurrected"
"fb64b0a7-3e9a-490f-bf02-c62fc8cf750d","DMU","110","Stronghold Arena"
"7f22fcfa-a5f0-4fae-b578-cdfd7d46a4c8","DMU","27","Phyrexian Missionary"
"5b364f40-c3c0-4e3a-8556-73f6fcc19eec","DMU","263","Plains"
"c56cf82f-8bbb-49ae-ad93-291cbec9126e","DMU","22","Juniper Order Rootweaver"
"4a325fb4-fe71-47f1-9a2f-05b8cfe88fe6","DMU","258","Tangled Islet"
"409189da-53c9-4daf-b6b2-d155fc14f91a","DMU","31","Samite Herbalist"
"335f3146-743c-4a25-86b5-c45e9c66eb15","DMU","92","Eerie Soultender"
"88dee3d1-0496-40ea-b208-7362a932f531","DMU","159","Deathbloom Gardener"
"ed719f25-1aab-4a1e-8c9f-dd574db5de0c","DMU","108","Sheoldred's Restoration"
"cc8331ab-adc9-45c6-9728-66afc72d901c","DMU","216","Rona, Sheoldred's Faithful"
"bdf96533-f28a-4465-893b-0c9394d5b8d7","DMU","63","Rona's Vortex"
"74c3f2dd-8745-4e2e-b01c-6b692c6ff8af","DMU","321","Tatyova, Steward of Tides"
"ef074a2e-a387-4af8-a180-74b145d93992","DMU","259","Thran Portal"
"89c46e9c-ae7c-466c-bb11-4f4d01ea7a63","DMU","164","Gaea's Might"
"7c5d0560-f9e6-4c70-8cce-cae61e4e74bc","ELD","151","Edgewall Innkeeper"
"be849ad5-9f96-4605-a0dc-8b9588ac7dd6","DMU","264","Plains"
"259c04f7-86f2-4584-97fb-8278dca9a213","DMU","54","Impede Momentum"
"084d77df-a899-406f-9d79-e3fa3abeaebc","DMU","7","Benalish Faithbonder"
"7d541125-bfb8-4f88-8bf3-ad7b6af7ad1d","DMU","137","Lightning Strike"
"e2a54461-1f75-4304-b6d7-635171419456","DMU","188","The Weatherseed Treaty"
"3e11ad33-b9d7-43ef-840a-61955683b599","DMU","29","Resolute Reinforcements"
"1f643d78-d8d8-4645-9357-a68ebd0d3517","DMU","195","Baird, Argivian Recruiter"
"bb6db604-8bbe-4719-88bd-f3cad8c4725d","DMU","62","Protect the Negotiators"
"3d1ed3b1-9c7d-44ff-8f0a-2a7a08313863","DMU","311","Raff, Weatherlight Stalwart"
"93dd512f-9f77-4f54-9081-f14ae0aa8c7a","DMU","304","Lagomos, Hand of Hatred"
"2cfe404d-1a27-4627-9284-56188d92d5d5","DMU","16","Defiler of Faith"
"20aff4af-5128-432f-a8c8-65b6909d31ac","DMU","251","Molten Tributary"
"be849ad5-9f96-4605-a0dc-8b9588ac7dd6","DMU","264","Plains"
"24957d64-ad17-4d4f-8a00-3cdd83e1ce88","DMU","254","Sacred Peaks"
"0d4d7293-657f-48ac-931b-fb6a44128e6d","DMU","6","Artillery Blast"
"747881c7-3788-4dd6-b78d-b2a5ded20e14","DMU","144","Smash to Dust"
"7e57e1d7-da1d-4a2b-867f-85b8331b7bbc","DMU","238","Shield-Wall Sentinel"
"c839d302-bf85-4a30-a49a-dbbd48695b5c","DMU","224","Tura Kennerüd, Skyknight"
"8b12da45-aff4-406d-83a3-39ecaff6ff56","DMU","14","Coalition Skyknight"
"000376ef-8b6c-490d-98cb-d6de15b2e585","DMU","43","Battlewing Mystic"
"676bc62e-f685-45cb-bcdd-d8adbe9c4ccb","DMU","322","Tori D'Avenant, Fury Rider"
"216b4613-9b2a-472b-bc9a-49ad6c9b9f03","DMU","324","Uurg, Spawn of Turg"
"4ff97c69-6a6b-401c-b0a1-55fa81045d19","DMU","84","Braids, Arisen Nightmare"
"4a325fb4-fe71-47f1-9a2f-05b8cfe88fe6","DMU","258","Tangled Islet"
"0306607d-2a42-4008-ac84-8d3ed91fe3aa","DMU","270","Swamp"
"4b78eaab-819c-4f06-b3b1-a25c17ab2235","DMU","134","Jaya's Firenado"
"bb078448-9e9f-4994-8aff-7e7c4fb62efc","DMU","105","Shadow Prophecy"
"106b5c96-d1bd-433d-955e-ace0b60d3bc3","DMU","83","Bone Splinters"
"1c3f0ffe-cf51-4c30-8cd5-9e3c7e92c019","DMU","198","Elas il-Kor, Sadistic Pilgrim"
"c35bab2f-8464-4968-8c50-8807638d687b","DMU","116","Balduvian Berserker"
"d13d40b9-319b-4630-a5cd-228ff2f24367","DMU","120","Dragon Whelp"
"5da59e8f-cbe5-4c14-a5a9-28d56048dc23","DMU","207","Nael, Avizoa Aeronaut"
"622f96fc-179a-4ff6-95a5-de721492f7eb","DMU","178","Slimefoot's Survey"
"a573c574-754a-4994-881c-ca5177727775","DMU","325","Vohar, Vodalian Desecrator"
"ae8a90c4-4a79-49e7-9fab-076b35d28adb","DMU","141","Radha's Firebrand"
"1b1af9be-7f5e-48e9-a6e7-9261e199812e","DMU","190","Yavimaya Iconoclast"
"8bafc217-3d83-4551-b2e3-3494ec14b2f9","DMU","265","Island"
"ea61871b-9295-4ea0-86ef-e7a11e23bda8","DMU","77","Volshe Tideturner"
"bd250c9d-c65f-4293-a6b0-007fac634d3d","DMU","246","Crystal Grotto"
"7ae6f015-2ad6-4b8e-8590-c2c2d01b6d98","DMU","181","Sunbathing Rootwalla"
"d397fb84-8573-4b2c-be2c-f8fd820342f0","DMU","69","Tidepool Turtle"
"7c9231f0-7733-46d9-b9c6-c6c5b7fe65dd","DMU","104","Sengir Connoisseur"
"d636da1e-4cc6-40a1-bd83-cc0dd761b1cc","DMU","233","Jodah's Codex"
"753db072-5d6a-4f37-8f7d-255572ecd3bd","DMU","89","Cut Down"
"74c3f2dd-8745-4e2e-b01c-6b692c6ff8af","DMU","321","Tatyova, Steward of Tides"
"1e08d288-2f09-4856-a9ed-cc8aa8d953d7","DMU","25","Love Song of Night and Day"
"3027347d-5fd3-47cd-83d4-8c834e00794c","DMU","219","Sol'Kanar the Tainted"
"bd250c9d-c65f-4293-a6b0-007fac634d3d","DMU","246","Crystal Grotto"
"9a5817e2-3834-4137-a0ec-c0e61c634ce6","DDN","58","Thousand Winds"
"0aaf15b9-1bf5-424a-a994-67beaae29d36","DMU","280","Mountain"
"e8e31184-dca4-48b1-be9d-581247c41d99","DMU","260","Wooded Ridgeline"
"b1845806-7585-40d5-9d3a-f13667e6a9d2","DMU","127","Ghitu Amplifier"
"5aec2b2c-0764-4869-814d-aad921122af9","DMU","55","Impulse"
"5b7c0d2d-7107-4599-8d49-c7c57d21e467","DMU","231","Hero's Heirloom"
"b25ab334-1060-457e-b212-3d7a697c545e","DMU","56","Joint Exploration"
"e4dce5e7-c864-4239-bab7-af6a3adcb731","DMU","21","Join Forces"
"294c5f08-08e7-458f-8838-ff321dc5d9f2","DMU","200","Garna, Bloodfist of Keld"
"a83d571b-ad91-43f5-8498-115cede4867d","DMU","151","Warhost's Frenzy"
"6b7acac3-cb41-46bb-ae5e-98dc60620e53","DMU","294","Baird, Argivian Recruiter"
"a6f97236-1497-4811-8189-0545707451da","DMU","186","Urborg Lhurgoyf"
"d0f81814-2870-4aab-9c50-bad78aad4e36","DMU","306","Nael, Avizoa Aeronaut"
"279ebd05-229a-4a4a-a1c0-c5f24d16dee3","DMU","276","Forest"
"017a3c6b-9a1e-403a-9c20-2360090d39ee","DMU","70","Timely Interference"
"88dee3d1-0496-40ea-b208-7362a932f531","DMU","159","Deathbloom Gardener"
"e8e31184-dca4-48b1-be9d-581247c41d99","DMU","260","Wooded Ridgeline"
"b1845806-7585-40d5-9d3a-f13667e6a9d2","DMU","127","Ghitu Amplifier"
"699d8655-d250-4ab6-92c5-376979bbabc7","DMU","232","Inscribed Tablet"
"40141353-c0d6-4529-b26a-34dfccbcf231","DMU","51","Frostfist Strider"
"7e528d36-cea6-4013-83d5-ba837d570713","DMU","173","Mossbeard Ancient"
"552fbde6-515d-457e-81c9-d67157eaaf37","DMU","297","Elas il-Kor, Sadistic Pilgrim"
"2a83eca4-b6ad-4ec4-91f2-b2a62b32b056","DMU","379","Karplusan Forest"
"99545c3e-0710-48d3-8558-046bd66f225c","DMU","185","Threats Undetected"
"106b5c96-d1bd-433d-955e-ace0b60d3bc3","DMU","83","Bone Splinters"
"3700a65c-6f54-4d56-9c6f-8364c45a058c","LTR","220","Ringsight"
"42db2313-b13d-4292-bef2-bf86f989d32f","LTR","43","Birthday Escape"
"5ae08177-48ee-4404-834d-d3cd7482ae81","LTR","98","Morgul-Knife Wound"
"7cd03837-37cc-4f6c-8e22-e3b0ff635462","LTR","80","Cirith Ungol Patrol"
"73d135b2-d2b8-499c-84d9-824370c19ccc","LTR","161","Elven Farsight"
"bdd4d735-8cda-47c1-865b-48b51ac8f666","LTR","105","Sam's Desperate Rescue"
"0aa57431-39e2-4152-8a30-1c1e8faef153","LTR","157","Chance-Met Elves"
"92cd3884-18d1-4200-b28e-a52349ef37aa","LTR","188","Shower of Arrows"
"cbe793e4-c034-4a22-929d-d743c0255bf1","LTR","270","Forest"
"92cd3884-18d1-4200-b28e-a52349ef37aa","LTR","188","Shower of Arrows"
"bdd4d735-8cda-47c1-865b-48b51ac8f666","LTR","105","Sam's Desperate Rescue"
"d86cd8fb-4ba7-4311-b0f3-b06fa112eda5","LTR","267","Swamp"
"e2b975e6-e709-481f-bfbc-41a832508283","LTR","207","Gandalf the Grey"
"c4e40481-aeaa-4b3d-a020-e9b6d7c11992","LTR","22","Lost to Legend"
"c1bd3bc0-77bd-40fe-b4f1-835a04cb6e41","LTR","7","Eagles of the North"
"3d5f92bf-e4e7-487a-834c-964fdd6ad674","LTR","6","Dúnedain Blade"
"75338f49-1f02-4333-87e4-5779ef14e688","LTR","27","Rosie Cotton of South Lane"
"d3f990e7-54a3-4893-8510-645b2065447b","LTR","11","Errand-Rider of Gondor"
"26bb65ba-d605-4b79-a700-4a08ec5a90b4","LTR","8","Eastfarthing Farmer"
"3d5f92bf-e4e7-487a-834c-964fdd6ad674","LTR","6","Dúnedain Blade"
"8b716fcc-c4cc-4987-be82-2897a9888d23","LTR","148","Smite the Deathless"
"c34f88d7-15a1-434f-88d7-3d4fcf406d54","LTR","99","Nasty End"
"efde011d-8732-49b3-9204-8b114a3d81ba","LTR","131","Gimli's Fury"
"adffb389-c9a3-41c4-b078-292a2bcf870d","LTR","201","Éowyn, Fearless Knight"
"2ef878cb-27b6-47d8-ad11-bd20529b0e7e","LTR","118","Cast into the Fire"
"2f506f9f-4c0d-44e8-9f81-8403d808d0e4","LTR","146","Rohirrim Lancer"
"38f81e68-cddd-47f4-b1d1-a297c3298c25","LTR","123","Erkenbrand, Lord of Westfold"
"b8397d13-eeaf-4b4e-b3cd-9a9ac231873a","LTR","137","Improvised Club"
"2acb8240-8e0e-4adf-a884-4986c116e704","LTR","33","Stalwarts of Osgiliath"
"28b41c48-0715-49d9-98e5-e82b706da816","LTR","129","Gimli, Counter of Kills"
"efde011d-8732-49b3-9204-8b114a3d81ba","LTR","131","Gimli's Fury"
"c2e2c80d-7581-46ba-8237-7886b91c19b3","LTR","24","Now for Wrath, Now for Ruin!"
"f4ff3330-dcca-4435-87e7-871be91a68b0","LTR","12","Escape from Orthanc"
"c4e40481-aeaa-4b3d-a020-e9b6d7c11992","LTR","22","Lost to Legend"
"130f60d0-4fac-4e4e-a938-58f3b96e5335","LTR","117","Breaking of the Fellowship"
"b91859de-1983-4c9c-a9e6-289c7dba1eb4","LTR","115","Battle-Scarred Goblin"
"9b5871c5-bb94-4803-93ba-cd1a630b00d6","LTR","127","Fire of Orthanc"
"9b5871c5-bb94-4803-93ba-cd1a630b00d6","LTR","127","Fire of Orthanc"
"efde011d-8732-49b3-9204-8b114a3d81ba","LTR","131","Gimli's Fury"
"ec120dae-8c40-4053-9341-1f7774464634","LTR","133","Goblin Fireleaper"
"bc02e193-df33-4eb1-adc1-b51ee931218a","LTR","251","Stone of Erech"
"6b98850c-ad69-42da-b91a-8dc5e226c444","LTR","225","Sauron's Ransom"
"ec0984b2-bed6-41b1-9087-2cfd16749037","LTR","226","Shadow Summoning"
"d9b7d7f8-503d-4660-9a18-6a8e2fcaa25f","LTR","113","Voracious Fell Beast"
"3f440fa1-5387-41d6-a80f-5b19dbb21514","LTR","221","Rise of the Witch-king"
"0362b7c4-fff5-4bc2-b32d-913f85c23cc4","LTR","217","Old Man Willow"
"b590d028-ea6a-4550-b5e2-ba328a81bbc0","LTR","242","Inherited Envelope"
"2acb8240-8e0e-4adf-a884-4986c116e704","LTR","33","Stalwarts of Osgiliath"
"d3f990e7-54a3-4893-8510-645b2065447b","LTR","11","Errand-Rider of Gondor"
"85708748-40ca-4066-a287-7a6a189ff3df","LTR","25","Protector of Gondor"
"671516eb-b088-4a15-aec9-1781ca016e11","LTR","265","Island"
"939b0bd0-24ea-45de-a2d3-37bbf6a3e6f9","LTR","151","There and Back Again"
"fb11c04f-6f17-4da4-bbf6-0bd09de6e544","LTR","40","The Bath Song"
"bc02e193-df33-4eb1-adc1-b51ee931218a","LTR","251","Stone of Erech"
"651503a2-5d1e-408a-9cdc-0cee05ab3ef0","LTR","46","Council's Deliberation"
"bdd4d735-8cda-47c1-865b-48b51ac8f666","LTR","105","Sam's Desperate Rescue"
"a9b48836-6d37-46eb-8c41-a3eeecc72ae1","LTR","162","Enraged Huorn"
"8315d7cc-fc2c-45b1-8340-11ff2af3beb5","LTR","179","Mirrormere Guardian"
"b7557170-39a2-49df-823e-958c3eb34801","LTR","153","Bag End Porter"
"552730c5-e3a6-468f-91b2-82c272dda400","LTR","122","Erebor Flamesmith"
"d86cd8fb-4ba7-4311-b0f3-b06fa112eda5","LTR","267","Swamp"
"bc60dc65-6813-4d57-877b-df195ed00d00","LTR","182","Pippin's Bravery"
"d179dbbe-9c79-4dbc-955a-5209a3e2745a","LTR","176","Many Partings"
"002f647a-25f8-461b-8617-52674f5d577c","LTR","29","Second Breakfast"
"3b46aacf-b31a-4380-9e4b-82795fbaba3b","LTR","243","Lembas"
"1500126f-fbe4-4c39-bb06-1a36e2c4682f","LTR","238","Ent-Draught Basin"
"27347256-2ac4-4b12-b288-0a8d578a1ff2","LTR","174","Long List of the Ents"
"cd4dbf80-187b-40e3-9e0b-526f78d9a34e","LTR","163","Entish Restoration"
"b889037f-b95f-4756-80aa-04097d2818c3","LTR","183","Quickbeam, Upstart Ent"
"87500b92-3d68-42f3-afa9-f8206b2ebcbb","LTR","93","Lobelia Sackville-Baggins"
"2f506f9f-4c0d-44e8-9f81-8403d808d0e4","LTR","146","Rohirrim Lancer"
"e57815d4-b21f-4ceb-a3f1-73cff5f0e612","LTR","94","March from the Black Gate"
"21b7606a-6a4c-4bf0-b311-1883383161d2","LTR","144","Relentless Rohirrim"
"671516eb-b088-4a15-aec9-1781ca016e11","LTR","265","Island"
"08b7a4d8-1183-430e-8ea4-016844f33200","LTR","218","Pippin, Guard of the Citadel"
"0c511371-97d7-47cc-934c-939dfbdd1c0b","LTR","432","Knights of Dol Amroth"
"37271b8b-3c58-43aa-b120-f0aa12fb3ad5","LTR","416","Nasty End"
"fa65958a-f601-472e-a9b6-42650b97fa44","LTR","426","Oliphaunt"
"af1b83d9-078b-44dc-a118-4659201f4854","LTR","279","Mountain"
"7769f0ce-b31b-4cb5-8635-2b9b70114180","LTR","445","Many Partings"
"11b50fec-28e0-4eaf-9184-73cc7234577f","LTR","441","Shire Shirriff"
"741a266c-b2e9-4981-93ef-843cea95ca76","LTR","320","Frodo Baggins"
"a2216497-ce38-41fe-bde9-e8066df36d60","FUT","127","Heartwood Storyteller"
"17393110-c57e-487b-b07e-dc21a164efa7","MH2","490","Forest"
"ac8546d1-bfea-4cf7-bfa1-48555ea81bd4","MH2","485","Swamp"
"95d781a5-2f5e-499f-b210-c4a5c50a180c","MH2","484","Island"
"c8511fe7-63f9-4942-8972-d40bf5d7e949","MH2","288","Yavimaya Elder"
"2963205e-b181-44d1-809f-6577e29fa812","MH2","22","Nykthos Paragon"
"22579ac0-ad3f-4000-a65a-46a17a7f1aa5","MH2","132","Harmonic Prodigy"
"e5705397-525b-4106-92ab-fe8ec9f561a2","MH2","31","Skyblade's Boon"
"06373318-e548-4664-b227-17e3b6fd0a88","MH2","127","Galvanic Relay"
"881175c4-fee5-4c39-ad25-145ef73569ce","MH2","112","Arcbound Tracker"
"c6ed4077-4ed5-48fb-91c9-a9195d652978","MH2","122","Faithless Salvaging"
"bb8f3008-a3ba-4f73-afa6-ad81074b3196","MH2","139","Revolutionist"
"3457e346-a5de-4624-b577-f59d4c186537","MH2","146","Viashino Lashclaw"
"e94e53f0-cfca-4b40-9867-94ea771463cd","MH2","296","Extruder"
"f3537373-ef54-4578-9d05-6216420ee349","MH2","12","Esper Sentinel"
"488996b2-06c8-4866-bf0d-4664640c2be1","MH2","162","Gaea's Will"
"98aeda3d-3741-4b80-bfef-63bcc599d75b","MH2","50","Lucid Dreams"
"1af03fc3-5eb6-404e-96d9-e291a1e11ec3","MH2","156","Duskshell Crawler"
"956a2a42-6a91-45b5-99f1-87c2cf1dd608","MH2","173","Smell Fear"
"4ab83a39-d90d-403e-b74d-fe99c8b2aacd","MH2","181","Urban Daggertooth"
"a7f09ddb-0dec-47a7-92d4-efbeaf8cd85c","MH2","55","Phantasmal Dreadmaw"
"985bdb0c-ce6c-4506-8163-76f3b2fdf5fb","MH2","49","Lose Focus"
"7ce1c2a8-688b-4f63-8d58-e325efc6052a","MH2","188","Captured by Lagacs"
"ee638303-fa02-41b6-8954-156544566b57","MH2","17","Knighted Myr"
"5b9072a5-bd7f-4007-a34a-ebe251c95356","MH2","230","Myr Scrapling"
"9955a344-dcd8-404d-9757-f62ed158ba22","MH2","36","Unbounded Potential"
"723ec2ef-aa82-449d-88b0-405d06454fc2","MH2","8","Break Ties"
"1cb0a1a4-9216-47f8-a4e3-20fe0de6a518","MH2","4","Arcbound Prototype"
"38e4ce27-aba2-4a3f-8de7-d442323d8be2","MH2","61","Scuttletide"
"701256d5-1389-48b7-9581-d6037209bd06","MH2","67","Subtlety"
"2d92fcf1-2ccd-47d2-9a24-f44b766a0b68","MH2","276","Skirge Familiar"
"affc1d27-55f6-46e9-a67c-f15b6832813d","MH2","104","Tragic Fall"
"836ae711-e62f-49ec-850e-d25f6fd2a4d4","MH2","89","Kitchen Imp"
"4541217f-5e86-491b-918b-ed7a2eb3e4eb","MH2","33","Soul of Migration"
"2958aa5c-176d-4f6e-be52-ef2afbe8d452","MH2","349","Faithless Salvaging"
"c5688978-1744-4986-bda3-09629541b827","MH2","392","Step Through"
"4613fc96-a98d-4ea8-b1e2-0a776dfd4d5a","MH2","329","Late to Dinner"
"42b8d797-b01d-49cf-9818-d84bba17029d","ARB","133","Thopter Foundry"
"86123ab7-ee60-4ef2-8467-1ad420213eb1","SLX","15","Maarika, Brutal Gladiator"
"9746e3ab-c0a6-46c1-a418-275b419962e4","ONE","222","Argentum Masticore"
"563e9ba5-e0ec-4fb3-8301-689aa145cc19","ONE","197","Bladehold War-Whip"
"f22108ec-28f0-44d3-ba6b-3075f5f6bc65","ONE","136","Hexgold Halberd"
"c498dbf9-c68c-400c-9349-c3c3fc8efcae","ONE","14","Hexgold Hoverwings"
"57551332-e2a4-4e6a-9bd8-e3a9baafcd17","ONE","40","Aspirant's Ascent"
"2d6cf933-73fe-4e79-8d0b-29dc0f18b25d","ONE","122","Bladegraft Aspirant"
"96ae13df-670e-49a0-99b0-baf908ac9eb4","ONE","20","Leonin Lightbringer"
"3006ea5a-5391-41eb-b0c8-092741dca2eb","ONE","22","Mirran Bardiche"
"54f69d43-de01-46a8-b102-b47e23e0e947","ONE","104","Phyrexian Arena"
"d7c25806-1da6-4789-a17e-d2440184ec40","ONE","407","Rhuk, Hexgold Nabber"
"6ac8cd7c-992f-4953-b5bf-42e5a9ff09ad","ONE","99","Necrogen Communion"
"87519b36-1d95-4020-a61d-6afb75555e3e","ONE","212","Necrogen Rotpriest"
"9df0adcf-7ad0-4d70-8dcd-28f69471495b","ONE","234","Myr Convert"
"e508ae5d-ffb5-4480-be90-a4394954b559","ONE","49","Experimental Augury"
"611497d2-83df-4c69-bbeb-6a807c686bc4","ONE","48","Escaped Experiment"
"98c2b2af-739f-413c-8c36-da6f78df0acb","ONE","243","Surgical Skullbomb"
"1b49ec35-2c4f-4144-85fe-226f7cb67266","ONE","260","The Surgical Bay"
"277aeb73-4c7c-4132-b9f9-55181d57e75d","ONE","42","Blade of Shared Souls"
"71c1a1d0-5616-42f8-a59c-42c1ccd48d26","ONE","184","Sylvok Battle-Chair"
"7177431e-5cc4-4ecd-8848-f51903289072","ONE","143","Oxidda Finisher"
"6249aabe-8f21-4257-9e04-ceffd44d42a5","ONE","146","Resistance Skywarden"
"0c117239-8e40-4e7e-ab1b-82f2ddf55cf4","ONE","127","Churning Reservoir"
"a5424859-628a-4c19-acd0-0c63c21c8338","ONE","111","Testament Bearer"
"e3f571b5-ce50-4856-a151-fe6610d27bca","ONE","88","Cruel Grimnarch"
"66270dd2-9139-4329-9621-852962836688","ONE","225","Dross Skullbomb"
"19d469f1-2219-4466-9f8a-769ee43e28db","ONE","251","The Dross Pits"
"905f0dd4-0197-45f8-8e7f-396d6dcef600","ONE","11","The Eternal Wanderer"
"75a1beec-bafe-4243-b91e-040a88fb0e95","ONE","239","Prosthetic Injector"
"c66988ca-29d5-45ea-8d68-c8e0e4c3ffb1","ONE","41","Atmosphere Surgeon"
"f912c4ec-08e9-4524-a2ba-98f6dfabdc18","ONE","73","Transplant Theorist"
"272c9888-ef13-4d47-a4bc-f5239b357a1b","ONE","51","Font of Progress"
"f05078dd-b928-4b3f-9636-f299ebac180b","ONE","156","Vulshok Splitter"
"f4057210-ef07-4496-94c8-95c3b807c23c","ONE","13","Goldwarden's Helm"
"0ec44465-68d4-4dca-a313-7f2ab0ce2e63","ONE","137","Hexgold Slash"
"5adceb34-78c7-40dd-af31-6fb282d577ca","ONE","261","Terramorphic Expanse"
"f1d4b157-2c77-4355-8c65-78dec9d44c85","ONE","71","Tekuthal, Inquiry Dominus"
"67f0a63e-0866-423e-b917-fc7c71063021","ONE","72","Thrummingbird"
"0edb2d01-9a94-410c-8ab7-ca1b404ab5f0","ONE","70","Tamiyo's Logbook"
"daa20112-2955-439d-8802-3a228ba0832e","ONE","69","Tamiyo's Immobilizer"
"cd244359-781e-4e1d-946d-243664f40c7c","ONE","77","Vivisurgeon's Insight"
"63517062-77da-4b60-aa24-f91553a81bed","ONE","52","Gitaxian Anatomist"
"4f5e95f8-c04d-405f-bba4-e83a8f6bf463","ONE","53","Gitaxian Raptor"
"f8855fbf-4f1e-4c44-9653-bbbfc3f2fafd","ONE","165","Copper Longlegs"
"c5efd9b5-05e5-440f-b28c-658e461cf644","ONE","60","Meldweb Strider"
"f67e7a16-ff30-4fb9-9fcb-6561eec50caf","ONE","154","Vindictive Flamestoker"
"b3ef034f-37e5-4baa-a7a9-5fd0de792535","ONE","152","Urabrask's Anointer"
"2e6af42f-35ec-432f-9879-2a0fb938a9f6","ONE","140","Magmatic Sprinter"
"45db6b46-c4b4-4684-8a49-53a64ffc82f2","ONE","199","Charforger"
"a6e8d7b9-ff5e-48ae-9e38-d2b6a45b119b","ONE","129","Exuberant Fuseling"
"134aecf0-dc48-4fb3-8c8b-4e5272077856","ONE","12","Flensing Raptor"
"ebad4fcc-4f78-48dc-b236-c78c22edc1e9","ONE","32","Sinew Dancer"
"157cf43c-f7f2-4362-bfc8-11682e94b747","ONE","188","Tyrranax Atrocity"
"66605fe1-9a20-4c95-b53e-1249cedb978b","ONE","218","Tyvar, Jubilant Brawler"
"3b92f866-2522-4f2a-a5ca-7d01ad79b927","ONE","119","Awaken the Sleeper"
"bbc4b5ca-557e-4465-9725-9e7a15590258","ONE","31","Resistance Reunited"
